employee_id,name,skills,experience_years,past_performance,availability,preferences
E000,Employee 0,"['JavaScript', 'UI/UX Design', 'React', 'Java', 'Data Analysis', 'Machine Learning']",1.1661973123862963,-0.6207652652850479,0.441461259160855,"['Machine Learning', 'NLP']"
E001,Employee 1,"['Node.js', 'Python', 'Cloud Computing', 'Java', 'Deep Learning', 'JavaScript']",0.41219042937791517,-0.32445726276235215,-1.6860628813733836,"['Python', 'NLP', 'Project Management']"
E002,Employee 2,"['Deep Learning', 'NLP', 'JavaScript', 'Cloud Computing', 'Java', 'UI/UX Design']",-0.5931520812999264,0.19408174165236694,0.30849100037746496,"['Machine Learning', 'Java', 'Deep Learning', 'Node.js']"
E003,Employee 3,"['DevOps', 'Machine Learning', 'SQL', 'Python', 'Node.js']",0.6635260570473756,-0.17630326150100384,-1.6528203166775361,"['JavaScript', 'SQL', 'Project Management', 'UI/UX Design']"
E004,Employee 4,"['Deep Learning', 'Cloud Computing', 'SQL', 'UI/UX Design', 'DevOps', 'React', 'Machine Learning', 'JavaScript']",1.1661973123862963,1.1570827498511302,0.27524843568161744,"['Python', 'Java']"
E005,Employee 5,"['Cloud Computing', 'Data Analysis', 'React', 'Project Management', 'Deep Learning', 'Node.js', 'UI/UX Design', 'JavaScript']",-0.8444877089693867,0.6385437454364111,-0.7885136345855017,"['Java', 'JavaScript']"
E006,Employee 6,"['Python', 'Cloud Computing', 'SQL', 'Node.js']",0.9148616847168359,0.19408174165236694,-0.6223008111062643,"['Deep Learning', 'Data Analysis']"
E007,Employee 7,"['Cloud Computing', 'DevOps', 'JavaScript', 'Deep Learning', 'Project Management', 'NLP', 'Machine Learning']",0.1608548017084548,-0.8429962671770704,1.4719807647321266,"['Data Analysis', 'Project Management', 'JavaScript']"
E008,Employee 8,"['React', 'Machine Learning', 'Python', 'Data Analysis', 'SQL', 'Cloud Computing', 'Java', 'Node.js']",0.6635260570473756,1.6756217542658485,0.9400997295985672,"['Machine Learning', 'JavaScript', 'SQL', 'NLP']"
E009,Employee 9,"['SQL', 'DevOps', 'Java', 'React', 'JavaScript', 'UI/UX Design', 'Project Management']",-1.8498302196472283,1.3052367511124785,0.10903561220238027,"['UI/UX Design', 'JavaScript', 'Deep Learning']"
E010,Employee 10,"['Data Analysis', 'SQL', 'Java', 'UI/UX Design', 'Machine Learning']",1.1661973123862963,0.6385437454364111,-1.154181846239824,"['SQL', 'Data Analysis', 'Java']"
E011,Employee 11,"['Node.js', 'JavaScript', 'Machine Learning', 'Java']",-0.341816453630466,0.5644667448057369,0.7074017767276347,"['NLP', 'Java', 'SQL', 'React']"
E012,Employee 12,"['Machine Learning', 'SQL', 'Data Analysis', 'Deep Learning', 'JavaScript', 'DevOps', 'Node.js']",1.1661973123862963,1.453390752373826,0.6076740826400922,"['NLP', 'DevOps', 'React', 'Node.js']"
E013,Employee 13,"['Data Analysis', 'Machine Learning', 'SQL', 'NLP', 'Node.js', 'Python', 'JavaScript']",-1.095823336638847,-1.509689272853137,0.009307918114837745,"['Data Analysis', 'Node.js', 'SQL']"
E014,Employee 14,"['JavaScript', 'UI/UX Design', 'Machine Learning', 'Project Management', 'Deep Learning', 'Python', 'Node.js', 'NLP']",0.41219042937791517,0.1200047410216928,0.37497612976915995,"['React', 'JavaScript', 'UI/UX Design']"
E015,Employee 15,"['SQL', 'DevOps', 'JavaScript', 'Java']",0.9148616847168359,0.3422357429137153,-1.3203946697190614,"['Node.js', 'Cloud Computing']"
E016,Employee 16,"['JavaScript', 'Cloud Computing', 'DevOps', 'Deep Learning', 'SQL']",-0.8444877089693867,0.7866977466977594,-0.7552710698896542,"['Data Analysis', 'Deep Learning']"
E017,Employee 17,"['Java', 'Data Analysis', 'Node.js', 'Project Management', 'React']",-0.341816453630466,1.5274677530045002,-0.22339003475609462,"['Machine Learning', 'DevOps', 'NLP', 'UI/UX Design']"
E018,Employee 18,"['SQL', 'Deep Learning', 'Machine Learning', 'Java', 'Node.js', 'NLP']",-1.3471589643083075,-1.509689272853137,0.8403720355110247,"['Cloud Computing', 'UI/UX Design']"
E019,Employee 19,"['Machine Learning', 'Python', 'Node.js', 'UI/UX Design', 'Data Analysis', 'NLP']",1.668868567725217,-0.9170732678077446,-1.021211587456434,"['DevOps', 'SQL']"
E020,Employee 20,"['Deep Learning', 'Java', 'NLP', 'DevOps', 'React', 'Python', 'Data Analysis']",0.9148616847168359,-1.065227269069093,-1.6528203166775361,"['SQL', 'DevOps', 'Node.js']"
E021,Employee 21,"['Deep Learning', 'SQL', 'Data Analysis', 'Cloud Computing', 'React', 'JavaScript', 'DevOps', 'Machine Learning']",-1.095823336638847,0.9348517479591077,1.2060402471653469,"['Python', 'React', 'Deep Learning', 'NLP']"
E022,Employee 22,"['Node.js', 'Python', 'NLP', 'JavaScript', 'UI/UX Design', 'Cloud Computing', 'Project Management', 'Deep Learning']",0.1608548017084548,0.045927740391018636,0.9400997295985672,"['React', 'Machine Learning']"
E023,Employee 23,"['JavaScript', 'Machine Learning', 'Node.js', 'Cloud Computing', 'Java', 'Python', 'SQL']",-1.5984945919777678,-1.8059972753758338,-1.1209392815439765,"['Node.js', 'Python']"
E024,Employee 24,"['Deep Learning', 'DevOps', 'Machine Learning', 'React', 'Java', 'NLP', 'Python']",1.1661973123862963,0.4903897441750636,0.6741592120317872,"['Deep Learning', 'Cloud Computing']"
E025,Employee 25,"['NLP', 'UI/UX Design', 'SQL', 'Data Analysis']",-0.0904808259610056,0.9348517479591077,0.6076740826400922,"['SQL', 'UI/UX Design']"
E026,Employee 26,"['Cloud Computing', 'Machine Learning', 'Deep Learning', 'Project Management', 'JavaScript']",0.1608548017084548,-1.139304269699767,1.2392828118611945,"['SQL', 'Data Analysis', 'React', 'Python']"
E027,Employee 27,"['Data Analysis', 'UI/UX Design', 'NLP', 'Project Management']",0.1608548017084548,-0.32445726276235215,0.441461259160855,"['JavaScript', 'Deep Learning', 'Cloud Computing']"
E028,Employee 28,"['Python', 'JavaScript', 'NLP', 'Machine Learning', 'React']",-1.3471589643083075,-0.9911502684384188,1.5052233294279742,"['Cloud Computing', 'UI/UX Design', 'DevOps']"
E029,Employee 29,"['Node.js', 'Cloud Computing', 'Deep Learning']",-0.341816453630466,1.6015447536351743,1.1063125530778044,"['JavaScript', 'DevOps', 'Deep Learning']"
E030,Employee 30,"['Project Management', 'Machine Learning', 'Java', 'Node.js', 'DevOps', 'React']",0.9148616847168359,-1.5837662734838112,-0.389602858235332,"['Deep Learning', 'Data Analysis', 'JavaScript']"
E031,Employee 31,"['Python', 'Project Management', 'UI/UX Design', 'React', 'Cloud Computing', 'Data Analysis', 'NLP', 'JavaScript']",-1.095823336638847,0.2681587422830411,-0.8882413286730442,"['DevOps', 'NLP', 'Data Analysis', 'Java']"
E032,Employee 32,"['Deep Learning', 'Data Analysis', 'Java']",1.1661973123862963,0.1200047410216928,1.4387382000362792,"['JavaScript', 'Deep Learning', 'Machine Learning']"
E033,Employee 33,"['JavaScript', 'SQL', 'DevOps', 'Node.js', 'NLP']",-1.095823336638847,1.6756217542658485,-1.5198500578941463,"['Machine Learning', 'Python']"
E034,Employee 34,"['DevOps', 'JavaScript', 'Cloud Computing', 'UI/UX Design', 'Machine Learning', 'Java', 'NLP']",-1.095823336638847,-1.5837662734838112,-1.4866074931982989,"['JavaScript', 'Node.js']"
E035,Employee 35,"['Deep Learning', 'React', 'JavaScript', 'SQL', 'UI/UX Design', 'Java', 'Cloud Computing']",-0.0904808259610056,0.7126207460670853,0.7738869061193296,"['Cloud Computing', 'NLP', 'SQL', 'Deep Learning']"
E036,Employee 36,"['Node.js', 'UI/UX Design', 'DevOps', 'SQL', 'Cloud Computing', 'JavaScript', 'Project Management']",1.4175329400557566,-1.6578432741144853,-0.6223008111062643,"['Java', 'NLP', 'Node.js', 'Data Analysis']"
E037,Employee 37,"['Java', 'SQL', 'Project Management', 'Deep Learning']",1.1661973123862963,1.3793137517431526,0.27524843568161744,"['UI/UX Design', 'DevOps', 'Data Analysis', 'Machine Learning']"
E038,Employee 38,"['NLP', 'Java', 'DevOps']",-1.8498302196472283,0.1200047410216928,-0.2566325994519421,"['Data Analysis', 'Python']"
E039,Employee 39,"['React', 'Data Analysis', 'JavaScript', 'NLP', 'Python']",-1.095823336638847,-0.6948422659157222,-1.353637234414909,"['Data Analysis', 'SQL']"
E040,Employee 40,"['UI/UX Design', 'React', 'Python', 'Cloud Computing', 'Deep Learning', 'Node.js']",-1.3471589643083075,-0.9170732678077446,0.10903561220238027,"['Project Management', 'JavaScript', 'Machine Learning']"
E041,Employee 41,"['Java', 'Machine Learning', 'Project Management', 'Node.js', 'React']",1.668868567725217,0.4903897441750636,-1.3203946697190614,"['Machine Learning', 'UI/UX Design']"
E042,Employee 42,"['JavaScript', 'Java', 'SQL', 'UI/UX Design', 'Node.js', 'React']",1.1661973123862963,-0.7689192665463963,1.3057679412528895,"['NLP', 'JavaScript', 'DevOps', 'Java']"
E043,Employee 43,"['Project Management', 'Machine Learning', 'NLP']",-0.0904808259610056,-1.2133812703304412,-0.8882413286730442,"['Python', 'Deep Learning']"
E044,Employee 44,"['JavaScript', 'Machine Learning', 'React', 'UI/UX Design', 'Java']",0.41219042937791517,0.19408174165236694,1.1395551177736518,"['Machine Learning', 'DevOps', 'Cloud Computing']"
E045,Employee 45,"['Data Analysis', 'Deep Learning', 'Node.js', 'Cloud Computing']",-0.341816453630466,0.5644667448057369,-0.6223008111062643,"['Python', 'Cloud Computing', 'DevOps', 'Deep Learning']"
E046,Employee 46,"['Python', 'Node.js', 'JavaScript', 'React', 'DevOps', 'Java', 'UI/UX Design']",-0.341816453630466,-0.10222626087032968,-0.8882413286730442,"['SQL', 'DevOps', 'React']"
E047,Employee 47,"['JavaScript', 'Node.js', 'Cloud Computing', 'UI/UX Design']",-0.8444877089693867,-1.065227269069093,0.8403720355110247,"['Machine Learning', 'JavaScript', 'Deep Learning', 'DevOps']"
E048,Employee 48,"['Java', 'DevOps', 'React']",0.9148616847168359,-0.47261126402369963,1.2392828118611945,"['JavaScript', 'Project Management', 'UI/UX Design', 'Cloud Computing']"
E049,Employee 49,"['Project Management', 'NLP', 'Machine Learning', 'DevOps']",-0.8444877089693867,1.1570827498511302,1.3057679412528895,"['Java', 'Project Management']"
